1,14,0
1,15,0
1,22,3
1,33,1
1,34,0
1,36,21
1,38,33
1,45,1
1,72,0
1,73,9
1,74,6
1,75,12
1,76,0
1,77,15
1,79,15
1,92,0
1,99,0
1,102,0
1,104,0
1,115,0
1,117,0
1,156,0
1,164,0
1,13,0
1,29,0
1,80,0
1,111,0
1,113,0
1,130,0
1,148,0
1,173,0
1,174,0
1,182,0
1,189,0
1,202,0
1,203,0
1,204,0
1,207,0
1,210,0
1,213,0
1,214,0
1,216,0
1,218,0
1,219,0
1,230,24
1,235,27
1,237,0
1,241,0
1,70,0
1,188,0
1,249,0
1,263,0
1,290,0
1,320,0
1,331,0
1,345,0
1,133,0
1,267,0
1,275,0
1,363,0
1,388,30
1,402,0
1,412,0
1,437,0
1,445,0
1,447,0
1,282,0
1,81,0
1,124,0
1,438,0
1,474,0
1,496,0
1,497,0
1,520,0
1,20,0
1,580,0
1,590,0
1,526,0
1,200,0
1,206,0
1,270,0
1,311,0
1,803,0
2,14,0
2,15,0
2,22,1
2,33,1
2,34,0
2,36,25
2,38,45
2,45,1
2,72,0
2,73,9
2,74,1
2,75,12
2,76,0
2,77,15
2,79,15
2,92,0
2,99,0
2,102,0
2,104,0
2,115,0
2,117,0
2,156,0
2,164,0
2,29,0
2,111,0
2,148,0
2,173,0
2,174,0
2,182,0
2,189,0
2,202,0
2,203,0
2,207,0
2,210,0
2,213,0
2,214,0
2,216,0
2,218,0
2,230,30
2,235,35
2,237,0
2,241,0
2,70,0
2,188,0
2,249,0
2,263,0
2,290,0
2,331,0
2,363,0
2,388,40
2,412,0
2,445,0
2,447,0
2,282,0
2,402,0
2,81,0
2,113,0
2,219,0
2,474,0
2,496,0
2,497,0
2,520,0
2,20,0
2,267,0
2,590,0
2,526,0
2,200,0
2,133,0
2,204,0
2,206,0
2,270,0
2,311,0
2,345,0
2,437,0
2,438,0
2,580,0
2,803,0
3,14,0
3,15,0
3,22,1
3,33,1
3,34,0
3,36,25
3,38,51
3,45,1
3,63,0
3,72,0
3,73,9
3,74,1
3,75,12
3,76,0
3,77,15
3,79,15
3,92,0
3,99,0
3,102,0
3,104,0
3,115,0
3,117,0
3,156,0
3,164,0
3,29,0
3,46,0
3,111,0
3,148,0
3,173,0
3,174,0
3,182,0
3,189,0
3,202,0
3,203,0
3,207,0
3,210,0
3,213,0
3,214,0
3,216,0
3,218,0
3,230,30
3,235,37
3,237,0
3,241,0
3,70,0
3,89,0
3,188,0
3,249,0
3,263,0
3,290,0
3,331,0
3,338,0
3,80,1
3,363,0
3,388,44
3,412,0
3,416,0
3,431,0
3,445,0
3,447,0
3,200,0
3,282,0
3,402,0
3,81,0
3,335,0
3,113,0
3,219,0
3,474,0
3,496,0
3,497,0
3,520,0
3,523,0
3,20,0
3,267,0
3,572,1
3,590,0
3,526,0
3,707,0
3,133,0
3,438,0
3,204,0
3,206,0
3,270,0
3,311,0
3,345,0
3,414,0
3,437,0
3,580,0
3,803,0
3,805,0
4,5,0
4,10,1
4,14,0
4,15,0
4,25,0
4,34,0
4,36,0
4,38,0
4,43,15
4,45,1
4,52,4
4,53,0
4,66,0
4,68,0
4,69,0
4,70,0
4,82,22
4,83,0
4,91,0
4,92,0
4,99,19
4,102,0
4,104,0
4,115,0
4,117,0
4,126,0
4,129,0
4,130,0
4,156,0
4,163,20
4,164,0
4,7,0
4,29,0
4,44,0
4,108,8
4,111,0
4,157,0
4,173,0
4,174,0
4,182,0
4,184,0
4,187,0
4,189,0
4,200,0
4,203,0
4,207,0
4,210,0
4,213,0
4,214,0
4,216,0
4,218,0
4,223,0
4,225,12
4,231,0
4,237,0
4,241,0
4,246,0
4,249,0
4,251,0
4,263,0
4,264,0
4,280,0
4,290,0
4,315,0
4,332,0
4,337,0
4,349,0
4,232,0
4,242,0
4,261,0
4,317,0
4,363,0
4,374,0
4,394,0
4,407,0
4,421,0
4,424,0
4,445,0
4,9,0
4,257,0
4,406,0
4,468,0
4,481,28
4,488,0
4,496,0
4,497,0
4,510,0
4,517,36
4,519,0
4,314,0
4,590,0
4,612,0
4,526,0
4,154,18
4,17,0
4,206,0
4,270,0
4,311,0
4,512,0
4,525,0
5,5,0
5,10,1
5,14,0
5,15,0
5,25,0
5,34,0
5,36,0
5,38,0
5,43,15
5,45,1
5,52,1
5,53,0
5,66,0
5,68,0
5,69,0
5,70,0
5,82,26
5,83,0
5,91,0
5,92,0
5,99,20
5,102,0
5,104,0
5,115,0
5,117,0
5,126,0
5,129,0
5,130,0
5,156,0
5,163,24
5,164,0
5,7,0
5,29,0
5,108,1
5,111,0
5,173,0
5,174,0
5,182,0
5,184,0
5,189,0
5,203,0
5,207,0
5,210,0
5,213,0
5,214,0
5,216,0
5,218,0
5,223,0
5,225,12
5,231,0
5,237,0
5,241,0
5,249,0
5,263,0
5,264,0
5,280,0
5,290,0
5,315,0
5,332,0
5,337,0
5,157,0
5,232,13
5,261,0
5,317,0
5,363,0
5,374,0
5,421,0
5,424,0
5,445,0
5,9,0
5,257,0
5,468,0
5,481,32
5,488,0
5,496,0
5,497,0
5,510,0
5,517,48
5,519,0
5,200,0
5,590,0
5,612,0
5,406,0
5,526,0
5,154,20
5,206,0
5,242,0
5,251,0
5,270,0
5,311,0
5,349,0
5,394,0
5,512,0
6,5,0
6,10,1
6,14,0
6,15,0
6,25,0
6,34,0
6,36,0
6,38,0
6,43,15
6,45,1
6,52,1
6,53,0
6,63,0
6,66,0
6,68,1
6,69,0
6,70,0
6,82,26
6,83,0
6,89,0
6,90,0
6,91,0
6,92,0
6,99,20
6,102,0
6,104,0
6,115,0
6,117,0
6,126,0
6,129,0
6,130,0
6,156,0
6,163,24
6,164,0
6,19,0
6,7,0
6,17,1
6,29,0
6,46,0
6,108,1
6,111,0
6,173,0
6,174,0
6,182,0
6,184,0
6,189,0
6,201,0
6,203,0
6,207,0
6,210,0
6,211,0
6,213,0
6,214,0
6,216,0
6,218,0
6,223,0
6,225,12
6,231,0
6,237,0
6,241,0
6,249,0
6,263,0
6,264,0
6,280,0
6,290,0
6,315,0
6,332,0
6,337,0
6,157,0
6,232,13
6,257,0
6,307,0
6,76,0
6,261,0
6,317,0
6,355,0
6,363,0
6,374,0
6,394,0
6,403,0
6,406,0
6,411,0
6,416,0
6,421,0
6,424,0
6,432,0
6,445,0
6,9,0
6,200,0
6,239,0
6,314,0
6,466,0
6,366,0
6,468,0
6,481,32
6,488,0
6,496,0
6,497,0
6,507,0
6,510,0
6,517,54
6,519,0
6,523,0
6,525,0
6,590,0
6,612,0
6,526,0
6,693,0
6,154,20
6,242,0
6,206,0
6,251,0
6,270,0
6,299,0
6,311,0
6,349,0
6,512,0
6,535,0
6,542,0
6,595,0
6,784,0
6,799,0
6,814,0
6,815,0
7,5,0
7,25,0
7,33,1
7,34,0
7,36,0
7,38,0
7,39,1
7,44,12
7,55,3
7,56,0
7,57,0
7,58,0
7,59,0
7,61,27
7,66,0
7,68,0
7,69,0
7,70,0
7,91,0
7,92,0
7,99,0
7,102,0
7,104,0
7,110,6
7,115,0
7,117,0
7,130,36
7,145,9
7,156,0
7,164,0
7,8,0
7,29,0
7,54,0
7,93,0
7,111,0
7,114,0
7,127,0
7,173,0
7,174,0
7,175,0
7,182,0
7,189,0
7,193,0
7,196,0
7,203,0
7,205,0
7,207,0
7,213,0
7,214,0
7,216,0
7,218,0
7,223,0
7,229,9
7,231,0
7,237,0
7,240,0
7,243,0
7,249,0
7,250,0
7,258,0
7,263,0
7,264,0
7,280,0
7,281,0
7,287,0
7,290,0
7,291,0
7,300,0
7,352,15
7,252,0
7,317,0
7,330,0
7,360,0
7,362,0
7,363,0
7,374,0
7,392,0
7,401,24
7,445,0
7,453,0
7,334,0
7,428,0
7,323,0
7,496,0
7,503,0
7,518,0
7,396,0
7,406,0
7,590,0
7,612,0
7,526,0
7,157,0
7,200,0
7,206,0
7,270,0
7,311,0
7,504,27
7,791,0
7,812,0
8,5,0
8,25,0
8,33,1
8,34,0
8,36,0
8,38,0
8,39,1
8,44,12
8,55,1
8,56,0
8,57,0
8,58,0
8,59,0
8,61,33
8,66,0
8,68,0
8,69,0
8,70,0
8,91,0
8,92,0
8,99,0
8,102,0
8,104,0
8,110,1
8,115,0
8,117,0
8,130,50
8,145,9
8,156,0
8,164,0
8,8,0
8,29,0
8,111,0
8,127,0
8,173,0
8,174,0
8,182,0
8,189,0
8,196,0
8,203,0
8,205,0
8,207,0
8,213,0
8,214,0
8,216,0
8,218,0
8,223,0
8,229,9
8,231,0
8,237,0
8,240,0
8,249,0
8,250,0
8,258,0
8,263,0
8,264,0
8,280,0
8,290,0
8,291,0
8,352,15
8,317,0
8,360,0
8,362,0
8,363,0
8,374,0
8,401,30
8,445,0
8,334,0
8,428,0
8,496,0
8,503,0
8,518,0
8,590,0
8,612,0
8,406,0
8,526,0
8,157,0
8,200,0
8,206,0
8,270,0
8,311,0
8,330,0
8,396,0
8,504,35
8,812,0
9,5,0
9,25,0
9,33,1
9,34,0
9,36,0
9,38,0
9,39,1
9,44,12
9,55,1
9,56,0
9,57,0
9,58,0
9,59,0
9,61,33
9,63,0
9,66,0
9,68,0
9,69,0
9,70,0
9,89,0
9,90,0
9,91,0
9,92,0
9,99,0
9,102,0
9,104,0
9,110,1
9,115,0
9,117,0
9,130,56
9,145,9
9,156,0
9,164,0
9,8,0
9,29,0
9,46,0
9,111,0
9,127,0
9,173,0
9,174,0
9,182,0
9,189,0
9,196,0
9,203,0
9,205,0
9,207,0
9,213,0
9,214,0
9,216,0
9,218,0
9,223,0
9,229,9
9,231,0
9,237,0
9,240,0
9,249,0
9,250,0
9,258,0
9,263,0
9,264,0
9,280,0
9,290,0
9,291,0
9,352,15
9,308,0
9,157,0
9,317,0
9,360,0
9,362,0
9,363,0
9,374,0
9,401,30
9,411,0
9,416,0
9,419,0
9,430,0
9,431,0
9,445,0
9,200,0
9,324,0
9,334,0
9,428,0
9,479,0
9,496,0
9,503,0
9,518,0
9,523,0
9,525,0
9,399,0
9,590,0
9,612,0
9,406,0
9,526,0
9,710,0
9,252,1
9,453,1
9,206,0
9,242,0
9,270,0
9,311,0
9,330,0
9,396,0
9,504,35
9,776,0
9,805,0
9,812,0
10,33,1
10,81,1
10,173,0
10,450,9
10,527,0
11,106,1
11,334,0
11,81,0
11,450,0
11,527,0
12,13,0
12,18,20
12,36,0
12,38,0
12,48,4
12,60,16
12,63,0
12,72,0
12,76,0
12,77,12
12,78,12
12,79,12
12,92,0
12,93,8
12,94,0
12,99,0
12,100,0
12,102,0
12,104,0
12,115,0
12,117,0
12,129,0
12,149,0
12,156,0
12,164,0
12,16,1
12,148,0
12,171,0
12,173,0
12,174,0
12,182,0
12,202,0
12,203,0
12,207,0
12,213,0
12,214,0
12,216,0
12,218,0
12,219,0
12,230,0
12,237,0
12,241,0
12,168,0
12,240,0
12,247,0
12,263,0
12,285,0
12,290,0
12,318,19
12,332,0
12,138,0
12,244,0
12,355,0
12,363,0
12,366,36
12,369,0
12,405,0
12,412,0
12,416,0
12,432,0
12,445,37
12,239,0
12,314,0
12,324,0
12,466,0
12,81,1
12,450,1
12,474,0
12,476,40
12,483,44
12,496,0
12,512,0
12,522,0
12,527,0
12,590,0
12,611,0
12,403,0
12,29,0
12,33,1
12,106,1
12,226,0
12,334,0
12,542,0
12,577,0
12,676,0
12,814,0
13,40,1
13,81,1
13,450,0
13,527,0
14,106,1
14,334,0
14,81,0
14,450,0
14,527,0
15,14,0
15,15,0
15,31,16
15,36,0
15,38,0
15,41,1
15,42,28
15,63,0
15,72,0
15,92,0
15,97,25
15,99,13
15,102,0
15,104,0
15,115,0
15,116,19
15,117,0
15,129,0
15,130,0
15,156,0
15,164,0
15,173,0
15,174,0
15,182,0
15,188,0
15,202,0
15,203,0
15,207,0
15,210,0
15,213,0
15,214,0
15,216,0
15,218,0
15,228,17
15,230,0
15,237,0
15,241,0
15,76,0
15,168,0
15,249,0
15,263,0
15,280,0
15,283,0
15,290,0
15,332,0
15,148,0
15,206,0
15,318,0
15,355,0
15,363,0
15,369,0
15,371,0
15,372,26
15,390,29
15,398,0
15,404,0
15,416,0
15,432,0
15,445,0
15,282,0
15,314,0
15,466,0
15,81,0
15,366,0
15,450,0
15,474,0
15,496,0
15,512,0
15,522,0
15,527,0
15,529,0
15,565,44
15,590,0
15,611,0
15,693,0
15,673,0
15,675,0
15,29,0
15,64,1
15,200,0
16,13,29
16,16,5
16,17,15
16,18,21
16,19,0
16,28,3
16,36,0
16,38,0
16,92,0
16,97,23
16,98,11
16,99,0
16,102,0
16,104,0
16,115,0
16,117,0
16,119,9
16,129,0
16,143,0
16,156,0
16,164,0
16,33,1
16,168,0
16,173,0
16,174,0
16,182,0
16,185,0
16,189,0
16,193,0
16,197,0
16,203,0
16,207,0
16,211,0
16,213,0
16,214,0
16,216,0
16,218,0
16,228,0
16,237,0
16,241,0
16,240,0
16,263,0
16,290,0
16,297,25
16,314,0
16,332,0
16,239,21
16,253,0
16,355,0
16,363,0
16,365,0
16,366,0
16,369,0
16,403,27
16,413,0
16,432,0
16,445,0
16,257,0
16,466,0
16,496,0
16,526,0
16,542,53
16,590,0
16,29,0
17,13,45
17,16,5
17,17,15
17,18,25
17,19,0
17,28,3
17,36,0
17,38,0
17,92,0
17,97,31
17,98,9
17,99,0
17,102,0
17,104,0
17,115,0
17,117,0
17,119,11
17,129,0
17,143,0
17,156,0
17,164,0
17,33,1
17,168,0
17,173,0
17,174,0
17,182,0
17,189,0
17,197,0
17,203,0
17,207,0
17,211,0
17,213,0
17,214,0
17,216,0
17,218,0
17,237,0
17,241,0
17,240,0
17,263,0
17,290,0
17,297,27
17,332,0
17,239,22
17,355,0
17,363,0
17,365,0
17,366,0
17,369,0
17,403,39
17,432,0
17,445,0
17,253,0
17,257,0
17,314,0
17,466,0
17,496,0
17,526,0
17,542,62
17,590,0
17,29,0
18,13,53
18,16,5
18,17,15
18,18,25
18,19,0
18,28,3
18,36,0
18,38,0
18,63,0
18,92,0
18,97,31
18,98,9
18,99,0
18,102,0
18,104,0
18,115,0
18,117,0
18,119,11
18,129,0
18,143,1
18,156,0
18,164,0
18,33,1
18,168,0
18,173,0
18,174,0
18,182,0
18,189,0
18,197,0
18,203,0
18,207,0
18,211,0
18,213,0
18,214,0
18,216,0
18,218,0
18,237,0
18,241,0
18,240,0
18,263,0
18,290,0
18,297,27
18,332,0
18,239,22
18,355,0
18,363,0
18,365,0
18,366,0
18,369,0
18,403,43
18,416,0
18,432,0
18,445,0
18,253,0
18,257,1
18,314,0
18,466,0
18,496,0
18,526,0
18,542,68
18,590,0
18,673,0
18,29,0
19,33,1
19,34,0
19,36,0
19,38,27
19,39,3
19,55,0
19,59,0
19,61,0
19,85,0
19,87,0
19,91,0
19,92,0
19,98,6
19,99,0
19,102,0
19,104,0
19,116,9
19,117,0
19,129,0
19,130,0
19,156,0
19,158,21
19,162,15
19,164,0
19,29,0
19,44,12
19,68,0
19,103,0
19,111,0
19,154,0
19,168,0
19,172,0
19,173,0
19,174,0
19,179,0
